START: 0xb7fdf1d0
mov eax, esp	0xb7fdf1d0
mov eax, dword ptr [esi-0xb]	0xb7ff67d0
mov ecx, dword ptr [edx-0xb]	0xb7ff67d3
cmp eax, ecx	0xb7ff67d6
jnz 0xb7ff6897	0xb7ff67d8
mov eax, dword ptr [esi-0x7]	0xb7ff67de
mov ecx, dword ptr [edx-0x7]	0xb7ff67e1
cmp eax, ecx	0xb7ff67e4
jnz 0xb7ff6897	0xb7ff67e6
movzx eax, word ptr [esi-0x3]	0xb7ff67ec
movzx ecx, word ptr [edx-0x3]	0xb7ff67f0
cmp al, cl	0xb7ff67f4
jnz 0xb7ff68ab	0xb7ff67f6
START: 0xb7ff67fc
cmp eax, ecx	0xb7ff67fc
jnz 0xb7ff68ab	0xb7ff67fe
movzx eax, byte ptr [esi-0x1]	0xb7ff6804
cmp al, byte ptr [edx-0x1]	0xb7ff6808
jnz 0xb7ff68ab	0xb7ff680b
pop esi	0xb7ff6811
xor eax, eax	0xb7ff6812
pop ebx	0xb7ff6814
ret 	0xb7ff6815
START: 0xb7fe70d7
test eax, eax	0xb7fe70d7
jnz 0xb7fe7195	0xb7fe70d9
mov eax, dword ptr [esp+0x18]	0xb7fe70df
mov dword ptr [ebx+0x8a4], eax	0xb7fe70e3
mov eax, dword ptr [eax+0xc]	0xb7fe70e9
lea eax, ptr [eax+eax*2]	0xb7fe70ec
lea edx, ptr [eax*4+0x10]	0xb7fe70ef
mov eax, dword ptr [esp+0x18]	0xb7fe70f6
add eax, edx	0xb7fe70fa
add edx, 0x30	0xb7fe70fc
cmp dword ptr [esp+0x2c], edx	0xb7fe70ff
mov dword ptr [ebx+0x8ac], eax	0xb7fe7103
jb 0xb7fe7129	0xb7fe7109
lea edx, ptr [ebx-0x6f24]	0xb7fe710b
mov dword ptr [esp+0x8], 0x14	0xb7fe7111
mov dword ptr [esp+0x4], edx	0xb7fe7119
mov dword ptr [esp], eax	0xb7fe711d
call 0xb7ff65e0	0xb7fe7120
START: 0xb7ff664c
mov eax, dword ptr [esi-0x14]	0xb7ff664c
mov ecx, dword ptr [edx-0x14]	0xb7ff664f
cmp eax, ecx	0xb7ff6652
jnz 0xb7ff6897	0xb7ff6654
mov eax, dword ptr [esi-0x10]	0xb7ff665a
mov ecx, dword ptr [edx-0x10]	0xb7ff665d
cmp eax, ecx	0xb7ff6660
jnz 0xb7ff6897	0xb7ff6662
mov eax, dword ptr [esi-0xc]	0xb7ff6668
mov ecx, dword ptr [edx-0xc]	0xb7ff666b
cmp eax, ecx	0xb7ff666e
jnz 0xb7ff6897	0xb7ff6670
START: 0xb7ff6676
mov eax, dword ptr [esi-0x8]	0xb7ff6676
mov ecx, dword ptr [edx-0x8]	0xb7ff6679
cmp eax, ecx	0xb7ff667c
jnz 0xb7ff6897	0xb7ff667e
mov eax, dword ptr [esi-0x4]	0xb7ff6684
mov ecx, dword ptr [edx-0x4]	0xb7ff6687
cmp eax, ecx	0xb7ff668a
jnz 0xb7ff6897	0xb7ff668c
pop esi	0xb7ff6692
xor eax, eax	0xb7ff6693
pop ebx	0xb7ff6695
ret 	0xb7ff6696
START: 0xb7fe7125
test eax, eax	0xb7fe7125
jz 0xb7fe7133	0xb7fe7127
mov dword ptr [ebx+0x8ac], 0xffffffff	0xb7fe7129
mov edi, dword ptr [esp+0x18]	0xb7fe7133
test edi, edi	0xb7fe7137
jnz 0xb7fe6e9a	0xb7fe7139
lea eax, ptr [ebx-0x6edc]	0xb7fe713f
mov dword ptr [esp+0xc], eax	0xb7fe7145
lea eax, ptr [ebx-0x6f0f]	0xb7fe7149
mov dword ptr [esp+0x4], eax	0xb7fe714f
lea eax, ptr [ebx-0x6f04]	0xb7fe7153
mov dword ptr [esp+0x8], 0xec	0xb7fe7159
mov dword ptr [esp], eax	0xb7fe7161
call 0xb7ff39d0	0xb7fe7164
START: 0xb7fe7133
mov edi, dword ptr [esp+0x18]	0xb7fe7133
test edi, edi	0xb7fe7137
jnz 0xb7fe6e9a	0xb7fe7139
lea eax, ptr [ebx-0x6edc]	0xb7fe713f
mov dword ptr [esp+0xc], eax	0xb7fe7145
lea eax, ptr [ebx-0x6f0f]	0xb7fe7149
mov dword ptr [esp+0x4], eax	0xb7fe714f
lea eax, ptr [ebx-0x6f04]	0xb7fe7153
mov dword ptr [esp+0x8], 0xec	0xb7fe7159
mov dword ptr [esp], eax	0xb7fe7161
call 0xb7ff39d0	0xb7fe7164
START: 0xb7fe6e9a
mov ecx, dword ptr [ebx+0x8ac]	0xb7fe6e9a
cmp ecx, 0xffffffff	0xb7fe6ea0
mov dword ptr [esp+0x1c], ecx	0xb7fe6ea3
jz 0xb7fe6fd8	0xb7fe6ea7
mov esi, dword ptr [ebx-0x34c]	0xb7fe6ead
mov dword ptr [esp+0x30], 0xffffffff	0xb7fe6eb3
mov dword ptr [esp+0x34], 0xffffffff	0xb7fe6ebb
test esi, esi	0xb7fe6ec3
jz 0xb7fe6efe	0xb7fe6ec5
lea edi, ptr [ebx-0x208]	0xb7fe6ec7
xor ebp, ebp	0xb7fe6ecd
mov dword ptr [esp+0x4], edi	0xb7fe6ecf
mov dword ptr [esp], esi	0xb7fe6ed3
call 0xb7ff6220	0xb7fe6ed6
START: 0xb7fe6edb
test eax, eax	0xb7fe6edb
jz 0xb7fe7062	0xb7fe6edd
add ebp, 0x1	0xb7fe6ee3
add edi, 0x5	0xb7fe6ee6
cmp ebp, 0x4	0xb7fe6ee9
jnz 0xb7fe6ecf	0xb7fe6eec
mov dword ptr [esp+0x30], 0xffffffff	0xb7fe6eee
mov dword ptr [esp+0x34], 0xffffffff	0xb7fe6ef6
lea eax, ptr [ebx-0x6eef]	0xb7fe6efe
xor ebp, ebp	0xb7fe6f04
mov dword ptr [esp+0x4], 0x0	0xb7fe6f06
mov dword ptr [esp], eax	0xb7fe6f0e
call 0xb7ff5cb0	0xb7fe6f11
START: 0xb7fe6ecf
mov dword ptr [esp+0x4], edi	0xb7fe6ecf
mov dword ptr [esp], esi	0xb7fe6ed3
call 0xb7ff6220	0xb7fe6ed6
START: 0xb7fe6edb
test eax, eax	0xb7fe6edb
jz 0xb7fe7062	0xb7fe6edd
add ebp, 0x1	0xb7fe6ee3
add edi, 0x5	0xb7fe6ee6
cmp ebp, 0x4	0xb7fe6ee9
jnz 0xb7fe6ecf	0xb7fe6eec
mov dword ptr [esp+0x30], 0xffffffff	0xb7fe6eee
mov dword ptr [esp+0x34], 0xffffffff	0xb7fe6ef6
lea eax, ptr [ebx-0x6eef]	0xb7fe6efe
xor ebp, ebp	0xb7fe6f04
mov dword ptr [esp+0x4], 0x0	0xb7fe6f06
mov dword ptr [esp], eax	0xb7fe6f0e
call 0xb7ff5cb0	0xb7fe6f11
START: 0xb7fe7062
lea ecx, ptr [ebp+0x30]	0xb7fe7062
xor eax, eax	0xb7fe7065
xor edx, edx	0xb7fe7067
test cl, 0x20	0xb7fe7069
setz al	0xb7fe706c
setnz dl	0xb7fe706f
shl edx, cl	0xb7fe7072
shl eax, cl	0xb7fe7074
mov dword ptr [esp+0x30], eax	0xb7fe7076
mov dword ptr [esp+0x34], edx	0xb7fe707a
jmp 0xb7fe6efe	0xb7fe707e
START: 0xb7fe6efe
lea eax, ptr [ebx-0x6eef]	0xb7fe6efe
xor ebp, ebp	0xb7fe6f04
mov dword ptr [esp+0x4], 0x0	0xb7fe6f06
mov dword ptr [esp], eax	0xb7fe6f0e
call 0xb7ff5cb0	0xb7fe6f11
START: 0xb7fe6f16
mov ecx, dword ptr [ebx-0x310]	0xb7fe6f16
mov edx, dword ptr [ebx+0x8ac]	0xb7fe6f1c
mov edi, dword ptr [edx+0x14]	0xb7fe6f22
mov dword ptr [esp+0x38], eax	0xb7fe6f25
mov eax, dword ptr [ebx-0x318]	0xb7fe6f29
and ecx, eax	0xb7fe6f2f
mov eax, dword ptr [ebx-0x314]	0xb7fe6f31
mov dword ptr [esp+0x28], ecx	0xb7fe6f37
mov ecx, dword ptr [ebx-0x30c]	0xb7fe6f3b
not dword ptr [esp+0x28]	0xb7fe6f41
and ecx, eax	0xb7fe6f45
or ecx, 0x800f0000	0xb7fe6f47
sub edi, 0x1	0xb7fe6f4d
not ecx	0xb7fe6f50
mov dword ptr [esp+0x24], ecx	0xb7fe6f52
js 0xb7fe6fca	0xb7fe6f56
mov ecx, dword ptr [esp+0x18]	0xb7fe6f58
mov esi, edi	0xb7fe6f5c
mov eax, dword ptr [esp+0x1c]	0xb7fe6f5e
sar esi, 0x1	0xb7fe6f62
add ecx, dword ptr [esp+0x2c]	0xb7fe6f64
sub ecx, eax	0xb7fe6f68
lea eax, ptr [esi+esi*2]	0xb7fe6f6a
mov edx, dword ptr [edx+eax*8+0x34]	0xb7fe6f6d
mov dword ptr [esp+0x18], ecx	0xb7fe6f71
cmp edx, ecx	0xb7fe6f75
jb 0xb7fe6fa8	0xb7fe6f77
jmp 0xb7fe6fca	0xb7fe6f79
START: 0xb7fe6fa8
mov eax, dword ptr [esp+0x20]	0xb7fe6fa8
add edx, dword ptr [esp+0x1c]	0xb7fe6fac
call 0xb7fe6cf0	0xb7fe6fb0
START: 0xb7fe6cf0
push ebp	0xb7fe6cf0
push edi	0xb7fe6cf1
push esi	0xb7fe6cf2
sub esp, 0x8	0xb7fe6cf3
data16 nop 	0xb7fe6cf6
movzx ecx, byte ptr [eax]	0xb7fe6cf8
test cl, cl	0xb7fe6cfb
mov byte ptr [esp], cl	0xb7fe6cfd
jz 0xb7fe6e08	0xb7fe6d00
movzx ecx, byte ptr [esp]	0xb7fe6d06
movzx edi, byte ptr [edx]	0xb7fe6d0a
lea esi, ptr [ecx-0x30]	0xb7fe6d0d
mov ecx, esi	0xb7fe6d10
cmp cl, 0x9	0xb7fe6d12
lea esi, ptr [edi-0x30]	0xb7fe6d15
mov ecx, esi	0xb7fe6d18
jnbe 0xb7fe6de8	0xb7fe6d1a
cmp cl, 0x9	0xb7fe6d20
jnbe 0xb7fe6e35	0xb7fe6d23
START: 0xb7fe6de8
cmp cl, 0x9	0xb7fe6de8
jbe 0xb7fe6e14	0xb7fe6deb
mov ecx, edi	0xb7fe6ded
cmp byte ptr [esp], cl	0xb7fe6def
jnz 0xb7fe6e20	0xb7fe6df2
add eax, 0x1	0xb7fe6df4
add edx, 0x1	0xb7fe6df7
movzx ecx, byte ptr [eax]	0xb7fe6dfa
test cl, cl	0xb7fe6dfd
mov byte ptr [esp], cl	0xb7fe6dff
jnz 0xb7fe6d06	0xb7fe6e02
START: 0xb7fe6d06
movzx ecx, byte ptr [esp]	0xb7fe6d06
movzx edi, byte ptr [edx]	0xb7fe6d0a
lea esi, ptr [ecx-0x30]	0xb7fe6d0d
mov ecx, esi	0xb7fe6d10
cmp cl, 0x9	0xb7fe6d12
lea esi, ptr [edi-0x30]	0xb7fe6d15
mov ecx, esi	0xb7fe6d18
jnbe 0xb7fe6de8	0xb7fe6d1a
cmp cl, 0x9	0xb7fe6d20
jnbe 0xb7fe6e35	0xb7fe6d23
mov ecx, edi	0xb7fe6d29
movsx esi, byte ptr [esp]	0xb7fe6d2b
movsx edi, cl	0xb7fe6d2f
sub edi, 0x30	0xb7fe6d32
mov dword ptr [esp+0x4], edi	0xb7fe6d35
lea edi, ptr [edx+0x1]	0xb7fe6d39
mov dword ptr [esp], edi	0xb7fe6d3c
movzx edi, byte ptr [eax+0x1]	0xb7fe6d3f
sub esi, 0x30	0xb7fe6d43
add eax, 0x1	0xb7fe6d46
lea ebp, ptr [edi-0x30]	0xb7fe6d49
mov ecx, ebp	0xb7fe6d4c
cmp cl, 0x9	0xb7fe6d4e
jnbe 0xb7fe6d88	0xb7fe6d51
START: 0xb7fe6e20
movzx ecx, byte ptr [esp]	0xb7fe6e20
mov edx, edi	0xb7fe6e24
add esp, 0x8	0xb7fe6e26
movsx edi, dl	0xb7fe6e29
pop esi	0xb7fe6e2c
movsx eax, cl	0xb7fe6e2d
sub eax, edi	0xb7fe6e30
pop edi	0xb7fe6e32
pop ebp	0xb7fe6e33
ret 	0xb7fe6e34
START: 0xb7fe6fb5
cmp eax, 0x0	0xb7fe6fb5
jz 0xb7fe71d3	0xb7fe6fb8
jnl 0xb7fe6f80	0xb7fe6fbe
lea ebp, ptr [esi+0x1]	0xb7fe6fc0
cmp edi, ebp	0xb7fe6fc3
jnl 0xb7fe6f87	0xb7fe6fc5
START: 0xb7fe6f87
lea eax, ptr [edi+ebp*1]	0xb7fe6f87
mov edx, dword ptr [ebx+0x8ac]	0xb7fe6f8a
mov esi, eax	0xb7fe6f90
shr esi, 0x1f	0xb7fe6f92
add esi, eax	0xb7fe6f95
sar esi, 0x1	0xb7fe6f97
lea eax, ptr [esi+esi*2]	0xb7fe6f99
lea eax, ptr [edx+eax*8]	0xb7fe6f9c
mov edx, dword ptr [eax+0x34]	0xb7fe6f9f
cmp dword ptr [esp+0x18], edx	0xb7fe6fa2
jbe 0xb7fe6fc8	0xb7fe6fa6
mov eax, dword ptr [esp+0x20]	0xb7fe6fa8
add edx, dword ptr [esp+0x1c]	0xb7fe6fac
call 0xb7fe6cf0	0xb7fe6fb0
START: 0xb7fe6f80
lea edi, ptr [esi-0x1]	0xb7fe6f80
cmp edi, ebp	0xb7fe6f83
jl 0xb7fe6fc8	0xb7fe6f85
lea eax, ptr [edi+ebp*1]	0xb7fe6f87
mov edx, dword ptr [ebx+0x8ac]	0xb7fe6f8a
mov esi, eax	0xb7fe6f90
shr esi, 0x1f	0xb7fe6f92
add esi, eax	0xb7fe6f95
sar esi, 0x1	0xb7fe6f97
lea eax, ptr [esi+esi*2]	0xb7fe6f99
lea eax, ptr [edx+eax*8]	0xb7fe6f9c
mov edx, dword ptr [eax+0x34]	0xb7fe6f9f
cmp dword ptr [esp+0x18], edx	0xb7fe6fa2
jbe 0xb7fe6fc8	0xb7fe6fa6
mov eax, dword ptr [esp+0x20]	0xb7fe6fa8
add edx, dword ptr [esp+0x1c]	0xb7fe6fac
call 0xb7fe6cf0	0xb7fe6fb0
START: 0xb7fe6d88
movzx edi, byte ptr [edx+0x1]	0xb7fe6d88
mov edx, dword ptr [esp]	0xb7fe6d8c
lea ebp, ptr [edi-0x30]	0xb7fe6d8f
mov ecx, ebp	0xb7fe6d92
cmp cl, 0x9	0xb7fe6d94
jnbe 0xb7fe6dcf	0xb7fe6d97
mov ecx, dword ptr [esp+0x4]	0xb7fe6d99
mov ebp, eax	0xb7fe6d9d
mov eax, edi	0xb7fe6d9f
lea esi, ptr [esi]	0xb7fe6da1
add dword ptr [esp], 0x1	0xb7fe6da8
movsx eax, al	0xb7fe6dac
mov edx, dword ptr [esp]	0xb7fe6daf
lea ecx, ptr [ecx+ecx*4]	0xb7fe6db2
lea ecx, ptr [eax+ecx*2-0x30]	0xb7fe6db5
movzx eax, byte ptr [edx]	0xb7fe6db9
lea edi, ptr [eax-0x30]	0xb7fe6dbc
mov edx, edi	0xb7fe6dbf
cmp dl, 0x9	0xb7fe6dc1
jbe 0xb7fe6da8	0xb7fe6dc4
mov edx, dword ptr [esp]	0xb7fe6dc6
mov eax, ebp	0xb7fe6dc9
mov dword ptr [esp+0x4], ecx	0xb7fe6dcb
cmp esi, dword ptr [esp+0x4]	0xb7fe6dcf
jz 0xb7fe6cf8	0xb7fe6dd3
START: 0xb7fe6dcf
cmp esi, dword ptr [esp+0x4]	0xb7fe6dcf
jz 0xb7fe6cf8	0xb7fe6dd3
mov ecx, dword ptr [esp+0x4]	0xb7fe6dd9
mov eax, esi	0xb7fe6ddd
add esp, 0x8	0xb7fe6ddf
pop esi	0xb7fe6de2
pop edi	0xb7fe6de3
pop ebp	0xb7fe6de4
sub eax, ecx	0xb7fe6de5
ret 	0xb7fe6de7
START: 0xb7fe6cf8
movzx ecx, byte ptr [eax]	0xb7fe6cf8
test cl, cl	0xb7fe6cfb
mov byte ptr [esp], cl	0xb7fe6cfd
jz 0xb7fe6e08	0xb7fe6d00
movzx ecx, byte ptr [esp]	0xb7fe6d06
movzx edi, byte ptr [edx]	0xb7fe6d0a
lea esi, ptr [ecx-0x30]	0xb7fe6d0d
mov ecx, esi	0xb7fe6d10
cmp cl, 0x9	0xb7fe6d12
lea esi, ptr [edi-0x30]	0xb7fe6d15
mov ecx, esi	0xb7fe6d18
jnbe 0xb7fe6de8	0xb7fe6d1a
cmp cl, 0x9	0xb7fe6d20
jnbe 0xb7fe6e35	0xb7fe6d23
START: 0xb7fe6e08
movsx eax, byte ptr [edx]	0xb7fe6e08
add esp, 0x8	0xb7fe6e0b
pop esi	0xb7fe6e0e
pop edi	0xb7fe6e0f
pop ebp	0xb7fe6e10
neg eax	0xb7fe6e11
ret 	0xb7fe6e13
START: 0xb7fe71d3
test esi, esi	0xb7fe71d3
mov edx, dword ptr [ebx+0x8ac]	0xb7fe71d5
mov dword ptr [esp+0x40], esi	0xb7fe71db
jle 0xb7fe722e	0xb7fe71df
lea ebp, ptr [esi-0x1]	0xb7fe71e1
lea eax, ptr [ebp+ebp*2]	0xb7fe71e4
mov eax, dword ptr [edx+eax*8+0x34]	0xb7fe71e8
cmp dword ptr [esp+0x18], eax	0xb7fe71ec
jnbe 0xb7fe7215	0xb7fe71f0
jmp 0xb7fe722e	0xb7fe71f2
START: 0xb7fe7215
mov edx, dword ptr [esp+0x1c]	0xb7fe7215
add edx, eax	0xb7fe7219
mov eax, dword ptr [esp+0x20]	0xb7fe721b
call 0xb7fe6cf0	0xb7fe721f
START: 0xb7fe7224
test eax, eax	0xb7fe7224
jz 0xb7fe71f8	0xb7fe7226
mov edx, dword ptr [ebx+0x8ac]	0xb7fe7228
mov ecx, dword ptr [esp+0x30]	0xb7fe722e
xor ebp, ebp	0xb7fe7232
mov dword ptr [esp+0x48], edi	0xb7fe7234
mov dword ptr [esp+0x4c], ecx	0xb7fe7238
jmp 0xb7fe7244	0xb7fe723c
START: 0xb7fe7244
cmp esi, dword ptr [esp+0x40]	0xb7fe7244
lea eax, ptr [esi+esi*2]	0xb7fe7248
lea edi, ptr [edx+eax*8+0x30]	0xb7fe724b
jle 0xb7fe726d	0xb7fe724f
mov eax, dword ptr [edi+0x4]	0xb7fe7251
cmp dword ptr [esp+0x18], eax	0xb7fe7254
jbe 0xb7fe729b	0xb7fe7258
mov edx, dword ptr [esp+0x1c]	0xb7fe725a
add edx, eax	0xb7fe725e
mov eax, dword ptr [esp+0x20]	0xb7fe7260
call 0xb7fe6cf0	0xb7fe7264
START: 0xb7fe726d
mov ecx, dword ptr [edi]	0xb7fe726d
cmp ecx, 0x3	0xb7fe726f
jz 0xb7fe7279	0xb7fe7272
cmp ecx, 0x1	0xb7fe7274
jnz 0xb7fe7292	0xb7fe7277
mov eax, dword ptr [edi+0x8]	0xb7fe7279
cmp dword ptr [esp+0x18], eax	0xb7fe727c
mov dword ptr [esp+0x3c], eax	0xb7fe7280
jbe 0xb7fe7292	0xb7fe7284
START: 0xb7fe7279
mov eax, dword ptr [edi+0x8]	0xb7fe7279
cmp dword ptr [esp+0x18], eax	0xb7fe727c
mov dword ptr [esp+0x3c], eax	0xb7fe7280
jbe 0xb7fe7292	0xb7fe7284
test ebp, ebp	0xb7fe7286
jz 0xb7fe72cc	0xb7fe7288
cmp dword ptr [ebx-0x31c], ecx	0xb7fe728a
jz 0xb7fe72cc	0xb7fe7290
START: 0xb7fe72cc
mov eax, dword ptr [edi+0x14]	0xb7fe72cc
mov edx, dword ptr [edi+0x10]	0xb7fe72cf
mov dword ptr [esp+0x2c], eax	0xb7fe72d2
mov eax, dword ptr [esp+0x28]	0xb7fe72d6
mov dword ptr [esp+0x44], edx	0xb7fe72da
and eax, edx	0xb7fe72de
mov edx, dword ptr [esp+0x24]	0xb7fe72e0
and edx, dword ptr [esp+0x2c]	0xb7fe72e4
or edx, eax	0xb7fe72e8
jnz 0xb7fe7292	0xb7fe72ea
mov eax, dword ptr [ebx-0x350]	0xb7fe72ec
test eax, eax	0xb7fe72f2
jz 0xb7fe72fb	0xb7fe72f4
cmp eax, dword ptr [edi+0xc]	0xb7fe72f6
jb 0xb7fe7292	0xb7fe72f9
START: 0xb7fe72fb
mov edi, dword ptr [esp+0x38]	0xb7fe72fb
test edi, edi	0xb7fe72ff
jnz 0xb7fe740a	0xb7fe7301
mov edx, dword ptr [esp+0x2c]	0xb7fe7307
or edx, dword ptr [esp+0x44]	0xb7fe730b
jnz 0xb7fe7292	0xb7fe730f
mov ebp, dword ptr [esp+0x1c]	0xb7fe7311
add ebp, dword ptr [esp+0x3c]	0xb7fe7315
cmp dword ptr [ebx-0x31c], ecx	0xb7fe7319
jnz 0xb7fe7292	0xb7fe731f
START: 0xb7fe740a
mov eax, dword ptr [esp+0x2c]	0xb7fe740a
and eax, 0xf0000	0xb7fe740e
jz 0xb7fe7311	0xb7fe7413
xor eax, dword ptr [esp+0x34]	0xb7fe7419
or eax, dword ptr [esp+0x4c]	0xb7fe741d
jnz 0xb7fe7292	0xb7fe7421
jmp 0xb7fe7311	0xb7fe7427
START: 0xb7fe7311
mov ebp, dword ptr [esp+0x1c]	0xb7fe7311
add ebp, dword ptr [esp+0x3c]	0xb7fe7315
cmp dword ptr [ebx-0x31c], ecx	0xb7fe7319
jnz 0xb7fe7292	0xb7fe731f
jmp 0xb7fe729b	0xb7fe7325
START: 0xb7fe729b
test ebp, ebp	0xb7fe729b
jz 0xb7fe6fca	0xb7fe729d
test byte ptr [ebx-0x354], 0x1	0xb7fe72a3
jz 0xb7fe6fca	0xb7fe72aa
lea eax, ptr [ebx-0x7121]	0xb7fe72b0
mov dword ptr [esp+0x4], ebp	0xb7fe72b6
mov dword ptr [esp], eax	0xb7fe72ba
call 0xb7fedd10	0xb7fe72bd
START: 0xb7fe6fca
add esp, 0x5c	0xb7fe6fca
mov eax, ebp	0xb7fe6fcd
pop ebx	0xb7fe6fcf
pop esi	0xb7fe6fd0
pop edi	0xb7fe6fd1
pop ebp	0xb7fe6fd2
ret 	0xb7fe6fd3
START: 0xb7fe6572
test eax, eax	0xb7fe6572
mov dword ptr [esp+0x3c], eax	0xb7fe6574
jz 0xb7fe65ff	0xb7fe6578
cmp byte ptr [esp+0x37], 0x0	0xb7fe657e
mov eax, ebp	0xb7fe6583
jz 0xb7fe68ab	0xb7fe6585
test byte ptr [eax+0x205], 0x8	0xb7fe658b
jnz 0xb7fe68d5	0xb7fe6592
START: 0xb7fe6598
cmp byte ptr [esp+0x37], 0x0	0xb7fe6598
mov eax, ebp	0xb7fe659d
jz 0xb7fe68c1	0xb7fe659f
mov dword ptr [esp], eax	0xb7fe65a5
mov eax, dword ptr [esp+0x3c]	0xb7fe65a8
lea edx, ptr [esp+0x25f]	0xb7fe65ac
mov dword ptr [esp+0x8], edx	0xb7fe65b3
lea edx, ptr [esp+0x50]	0xb7fe65b7
mov dword ptr [esp+0xc], 0x0	0xb7fe65bb
mov dword ptr [esp+0x4], 0x8	0xb7fe65c3
call 0xb7fe38e0	0xb7fe65cb
START: 0xb7fe38e0
push ebp	0xb7fe38e0
mov ebp, esp	0xb7fe38e1
push edi	0xb7fe38e3
push esi	0xb7fe38e4
push ebx	0xb7fe38e5
sub esp, 0x4c	0xb7fe38e6
mov esi, dword ptr [ebp+0xc]	0xb7fe38e9
movzx ecx, byte ptr [ebp+0x14]	0xb7fe38ec
call 0xb7ff6bab	0xb7fe38f0
START: 0xb7ff6bab
mov ebx, dword ptr [esp]	0xb7ff6bab
ret 	0xb7ff6bae
START: 0xb7fe38f5
add ebx, 0x1b6ff	0xb7fe38f5
mov dword ptr [ebp-0x2c], eax	0xb7fe38fb
test esi, esi	0xb7fe38fe
mov dword ptr [ebp-0x24], edx	0xb7fe3900
mov byte ptr [ebp-0x2d], cl	0xb7fe3903
jz 0xb7fe3968	0xb7fe3906
mov ecx, dword ptr [ebx-0x198]	0xb7fe3908
test ecx, ecx	0xb7fe390e
jz 0xb7fe3968	0xb7fe3910
mov edx, dword ptr [ebp+0x8]	0xb7fe3912
test byte ptr [edx+0x195], 0x8	0xb7fe3915
jnz 0xb7fe3968	0xb7fe391c
START: 0xb7fe3968
mov eax, dword ptr [ebp-0x2c]	0xb7fe3968
mov dword ptr [esp+0x4], 0x80000	0xb7fe396b
mov dword ptr [esp], eax	0xb7fe3973
call 0xb7ff5b70	0xb7fe3976
START: 0xb7fe397b
cmp eax, 0xffffffff	0xb7fe397b
mov dword ptr [ebp-0x20], eax	0xb7fe397e
jz 0xb7fe3b74	0xb7fe3981
mov edi, dword ptr [ebp-0x24]	0xb7fe3987
mov dword ptr [ebx+0x90c], 0x0	0xb7fe398a
mov dword ptr [esp+0x8], 0x200	0xb7fe3994
mov dword ptr [esp], eax	0xb7fe399c
add edi, 0x4	0xb7fe399f
mov dword ptr [esp+0x4], edi	0xb7fe39a2
call 0xb7ff5bf0	0xb7fe39a6
START: 0xb7ff5bf0
push ebx	0xb7ff5bf0
mov edx, dword ptr [esp+0x10]	0xb7ff5bf1
mov ecx, dword ptr [esp+0xc]	0xb7ff5bf5
mov ebx, dword ptr [esp+0x8]	0xb7ff5bf9
mov eax, 0x3	0xb7ff5bfd
int 0x80	0xb7ff5c02
START: 0xb7ff5c04
pop ebx	0xb7ff5c04
cmp eax, 0xfffff001	0xb7ff5c05
jnb 0xb7ff5c0d	0xb7ff5c0a
ret 	0xb7ff5c0c
START: 0xb7fe39ab
mov edx, dword ptr [ebp-0x24]	0xb7fe39ab
cmp eax, 0x33	0xb7fe39ae
mov esi, eax	0xb7fe39b1
mov dword ptr [edx], eax	0xb7fe39b3
jle 0xb7fe3d2a	0xb7fe39b5
lea eax, ptr [ebx-0x7eb6]	0xb7fe39bb
mov dword ptr [esp+0x8], 0x8	0xb7fe39c1
mov dword ptr [esp+0x4], eax	0xb7fe39c9
mov dword ptr [esp], edi	0xb7fe39cd
call 0xb7ff65e0	0xb7fe39d0
START: 0xb7ff6676
mov eax, dword ptr [esi-0x8]	0xb7ff6676
mov ecx, dword ptr [edx-0x8]	0xb7ff6679
cmp eax, ecx	0xb7ff667c
jnz 0xb7ff6897	0xb7ff667e
mov eax, dword ptr [esi-0x4]	0xb7ff6684
mov ecx, dword ptr [edx-0x4]	0xb7ff6687
cmp eax, ecx	0xb7ff668a
jnz 0xb7ff6897	0xb7ff668c
pop esi	0xb7ff6692
xor eax, eax	0xb7ff6693
pop ebx	0xb7ff6695
ret 	0xb7ff6696
START: 0xb7fe39d5
test eax, eax	0xb7fe39d5
jnz 0xb7fe3de0	0xb7fe39d7
mov edx, dword ptr [ebp-0x24]	0xb7fe39dd
movzx eax, byte ptr [edx+0xc]	0xb7fe39e0
test al, al	0xb7fe39e4
jnz 0xb7fe3b7f	0xb7fe39e6
lea eax, ptr [ebx-0x7ead]	0xb7fe39ec
mov dword ptr [esp+0x4], eax	0xb7fe39f2
mov eax, dword ptr [ebp-0x24]	0xb7fe39f6
mov dword ptr [esp+0x8], 0x7	0xb7fe39f9
add eax, 0xd	0xb7fe3a01
mov dword ptr [esp], eax	0xb7fe3a04
call 0xb7ff65e0	0xb7fe3a07
START: 0xb7ff67de
mov eax, dword ptr [esi-0x7]	0xb7ff67de
mov ecx, dword ptr [edx-0x7]	0xb7ff67e1
cmp eax, ecx	0xb7ff67e4
jnz 0xb7ff6897	0xb7ff67e6
movzx eax, word ptr [esi-0x3]	0xb7ff67ec
movzx ecx, word ptr [edx-0x3]	0xb7ff67f0
cmp al, cl	0xb7ff67f4
jnz 0xb7ff68ab	0xb7ff67f6
cmp eax, ecx	0xb7ff67fc
jnz 0xb7ff68ab	0xb7ff67fe
START: 0xb7ff6804
movzx eax, byte ptr [esi-0x1]	0xb7ff6804
cmp al, byte ptr [edx-0x1]	0xb7ff6808
jnz 0xb7ff68ab	0xb7ff680b
pop esi	0xb7ff6811
